NRE,ESCOLA,Total de estudantes que farão o TOIC,Quantidade de Aplicadores,Responsável pelo Teste,Responsável Técnico e Infraestrutura 
,"SAO VICENTE DE PAULA, C E-EF M N PROFIS",54,3,1,1
,"SILVIO VIDAL, C E C-M-EF M PROFIS",17,1,1,1
PATO BRANCO,"ABILIO CARNEIRO, C E-EFMNP",14,1,1,1
,"AGOSTINHO PEREIRA, C E PROF-EF M PROFIS",10,1,1,1
,"ALTO DA GLORIA, C E-EF M PROFIS",3,1,1,1
,"ANDRE GUIMARAES SOBRAL, C E C ENG-EF M",6,1,1,1
,"ANTONIO ARTEMIO FRANCA, C E C-EF M",16,1,1,1
,"ARNALDO BUSATO, C E-EF M N PROFIS",10,1,1,1
,"ARTHUR C E SILVA, C E PRES-EF M PROFIS",9,1,1,1
,"CANDIDO ROSSONI, C E C-EF M",3,1,1,1
,"CARLOS GOMES, C E-EF M PROFIS",7,1,1,1
,"CARLOS, C E D-EF ETI EM N P",1,1,1,1
,"CARMELA BORTOT, C E C-M-EF M",4,1,1,1
,"CASTELO BRANCO, C E C-EF M ETI",4,1,1,1
,"CASTELO BRANCO, C E C-M PRES-E F M",3,1,1,1
,"CASTELO BRANCO, C E-EF ETI EM P",7,1,1,1
,"CASTELO BRANCO, C E-EF M",5,1,1,1
,"CASTRO ALVES, C E C-M-EF M",8,1,1,1
,"CAXIAS, C E DO C DQ-EF M",1,1,1,1
,"CAXIAS, C E DQ DE-EF M PROFIS",5,1,1,1
,"CELY TEREZA GREZZANA, C E C-EF ETI EM",5,1,1,1
,CENTRO EST EDUC PROFIS ASSIS BRASIL,30,2,1,1
,"CRISTO REI, C E-EF M",4,1,1,1
,"DORIVAL CORDEIRO, C E DO C PROF-EF M",4,1,1,1
,"EDUARDO, C E C-M MONS-EF M PROFIS",2,1,1,1
,"HENRIQUE VICENZI, C E PE-EF M N PROFIS",4,1,1,1
,"HERCILIA F NASCIMENTO, CE PROF-EFM ETI P",2,1,1,1
,"ISIDORO DUMONT, E E C-M IR-EFM",6,1,1,1
,"JOAO PAULO I, C E C-EF M",3,1,1,1
,"JOAO XXIII, C E-EF M ETI P",10,1,1,1
,"JOSE ARMIM MATTE, C E-EF M N PROFIS",22,2,1,1
,"JOSE O BERTONCELLO, C E PROFESSOR-EF M",4,1,1,1
,"MISAEL F ARAUJO, C E CEL-EF M N PROFIS",23,2,1,1
,"MONTEIRO LOBATO, C E C-EF M",9,1,1,1
,"NESTOR DE CASTRO, C E-EF M",10,1,1,1
,"NOVA VISAO, C E C-M-EF M PROFIS",4,1,1,1
,"NUCLEO DE SANTA LUCIA, C E DO C DO-EF M",2,1,1,1
,"ORESTES TONET, C E DO C PROF-EF M",4,1,1,1
,"PATO BRANCO, C E DE-EF M PROFIS N",38,2,1,1
,"PAULO FREIRE, C E DO C-EF M",4,1,1,1
,"POL MILITAR, C DA-EF M",6,1,1,1
,"PONCIANO J DE ARAUJO, C E PE-E F M P",4,1,1,1
,"PROJETO RONDON, C E-EF M PROFIS",11,1,1,1
,"RUI BARBOSA, C E C-M-EF M",2,1,1,1
,"SANTA CATARINA, C E-EF M P N",6,1,1,1
,"SANTA INES, C E C-EF ETI EM",6,1,1,1
,"SAO JOAO BOSCO, C E C-M-EF M P",23,2,1,1
,"SAO JOAO, C E-EF M ETI",2,1,1,1
,"SAO LUIS, C E DO C-EF M",5,1,1,1
,"SAO ROQUE, C E DO C-EF ETI EM",12,1,1,1
,"SAO VICENTE DE PAULO, C E-EF M PROFIS",10,1,1,1
,"SEBASTIAO PARANA, C E C-M-EF M PROFIS",8,1,1,1
,"TANCREDO NEVES, C E C-M-EF M",12,1,1,1
,"TANCREDO NEVES, C E-EF M PROFIS",9,1,1,1
,"TEREZINHA R DA ROCHA, CE PROFA-EF ETI EM",1,1,1,1
,"VERA TUPA, C E IND-EI EF M",1,1,1,1
,"VILMA S DISSENHA, C E C PROFA-EF M",4,1,1,1
PITANGA,"ADELIA BIANCO SEGURO, C E-EF M ETI P",7,1,1,1
,"ADONIS MORSKI, C E-EF M PROFIS",13,1,1,1
,"ANTONIO DORIGON, C E-EF M PROFIS",29,2,1,1
,"ARI KFFURI, C E C-EF M",9,1,1,1
,"ARROIO GRANDE, C E C-EF M",21,2,1,1
,"AURELIO B DE HOLANDA, C E C - E F M",27,2,1,1
,"BELA VISTA, C E C-EF M",7,1,1,1
,"CARLOS D DE ANDRADE, C E -EF ETI EM",16,1,1,1
,CENTRO EST ED PROFIS PF MIGUEL C PAROLO,3,1,1,1
,"CHAPADAO, C E C - EF M",2,1,1,1
,"ESTRELA DO OESTE, C E C-EF M",15,1,1,1
,"FRANCISCO C DA COSTA, C E C-EF M",1,1,1,1
,"JOAO C DA COSTA, C E C-M-EF M",19,1,1,1
,"JOAO CIONEK, C E C-EF ETI EM P",11,1,1,1
,"JOAO F NEVES, C E DR-EF M N P",9,1,1,1
,"JOAO PAULO II, C E-EF M",25,2,1,1
,"JOSE DE ANCHIETA, C E-EF M ETI",47,3,1,1
,"JULIA H DE SOUZA, C E PROFA-EF M ETI",4,1,1,1
,"LARANJAL, C E DE-E F M P",45,3,1,1
,"NATAL PONTAROLO, C E C-EF M",2,1,1,1
,"OLIDIA ROCHA, C E C -E F M",2,1,1,1
,"PEDRO I, C E C-M D-EF M PROFIS",22,2,1,1
,"RIO DO MEIO, C E C DO-EF M",6,1,1,1
,"SAO MANOEL, C E C DE-EF M",4,1,1,1
,"SITIO BOA VENTURA, C E C-EF ETI EM",2,1,1,1
,"VICTOR C DE ALMEIDA, C E C PE-EF M",1,1,1,1
,"VINICIUS DE MORAES, C E C-E F M",3,1,1,1
,"ZELIO DZIUBATE, C E C-EF M",2,1,1,1
,"ZUMBI DOS PALMARES, C E C-EF M",4,1,1,1
PONTA GROSSA,"31 DE MARCO, C E-E F M P",16,1,1,1
,"ADELAIDE W PRINS, C E DO C PROF-EF M",11,1,1,1
,"ALBERTO GONCALVES, C E D-EF M PROFIS N",24,2,1,1
,"ALBERTO REBELLO VALENTE, C E-EF M ETI",13,1,1,1
,"ALCIDES MUNHOZ, C E C-M-EF M",5,1,1,1
,"AMALIO PINHEIRO, C E PROF-EF M ETI",10,1,1,1
,"AMANDA CARNEIRO DE MELLO, CE-EF ETI EM P",29,2,1,1
,"AMAZONAS, C E C-M CEL-EF M P",15,1,1,1
,"AMELIA M BARRETO VAZ, CE PROF-EFM ETI P",1,1,1,1
,"ANA DIVANIR BORATTO, C E-EFM",10,1,1,1
,"ANTONIO E MARCOS CAVANIS, C E-EF M PROFI",48,3,1,1
,"ANTONIO SAMPAIO, C E C-M GAL-EF M",11,1,1,1
,"ARGEMIRO L DE LIMA, C E DO C PROF-EFMP",22,2,1,1
,"ARNALDO JANSEN, C E PE-EF M PROFIS",25,2,1,1
,"ARTHUR DA C E SILVA, C E-EF ETI EM P",13,1,1,1
,"BALDOMERO B TAQUES, C E C C-M-EF M",11,1,1,1
,"BECKER E SILVA, C E C-M PROF-EF M PROFIS",10,1,1,1
,"BRASILIO A DA SILVA, C E C-E F M",15,1,1,1
,"CARLOS VENTURA, C E-EF M PROFIS",18,1,1,1
,"CARLOS ZELESNY, C E C-M PE-EF M P",5,1,1,1
,"CASTROLANDA, C E DO C-EF M",7,1,1,1
,CENTRO EST EDUC PROF AGR AUGUSTO RIBAS,26,2,1,1
,CENTRO EST EDUC PROFIS AG GETULIO VARGAS,32,2,1,1
,CENTRO EST EDUC PROFIS DE PONTA GROSSA,61,4,1,1
,CENTRO EST EDUC PROFIS OLEGARIO MACEDO,45,3,1,1
,"CLAUDINO DOS SANTOS, CE DR-EF M PROFIS",25,2,1,1
,"COLARES, C E C-M PROF-EF M",42,3,1,1
,"CORREIA, C E SEN-EF M ETI P",10,1,1,1
,"DAVID CARNEIRO, C E CEL-EF M ETI P",7,1,1,1
,"DORAH G DAITSCHMAN, C E-EF M ETI P",5,1,1,1
,"DOROTEU DE PADUA, C E C-M FR-EF M PROFIS",4,1,1,1
,"EDINA W SVIERCOSKI, C E C PROFA-EF M P",9,1,1,1
,"ELZIRA C DE SA, C E PROFA-EF M PROFIS N",53,3,1,1
,"EPAMINONDAS N RIBAS, C E C-M DR-EF M P",18,1,1,1
,"EUGENIO MALANSKI, C E PROF-EF M",32,2,1,1
,"EURICO BATISTA ROSAS, C E C-M-EF M",8,1,1,1
,"FRANCISCO NEVES FILHO, C E-EF M N PROFIS",32,2,1,1
,"FRANCISCO PIRES MACHADO, C E-EF ETI EM P",11,1,1,1
,"FRITZ KLIEWER, C E C-EF M",7,1,1,1
,"HENRIQUE DENCK, C E C -EFM",4,1,1,1
,"HENRIQUE STADLER, C E C-EF M",11,1,1,1
,"INE MESSIAS ERDMANN, C E PROFA-EF M",2,1,1,1
,INST ED E PROF CESAR P MARTINEZ-F M N P,86,4,1,1
,"IRENIO M NASCIMENTO, C E-EF M N PROFIS",4,1,1,1
,"JEOCONDO WALDEMAR BOBATO, C E C -EFMP",4,1,1,1
,"JOANA T PEREIRA, C E C-M PROFA - EF M",11,1,1,1
,"JOAO FRANCISCO DA SILVA, C E C-EF M",6,1,1,1
,"JOAO R V B DU VERNAY,CE PROF-EF M PROFIS",39,2,1,1
,"JORGE Q NETTO, C E-EF M P N",36,2,1,1
,"JOSE ELIAS DA ROCHA, C E C-M-EF M PROFIS",22,2,1,1
,"JOSE GOMES DO AMARAL, C E PROF-EFMP",8,1,1,1
,"JULIA WANDERLEY, C E-EF M PROFIS",13,1,1,1
,"KENNEDY, C E PRES-EFMPN",24,2,1,1
,"LEANDRO M DA COSTA, C E C-M PROF-EF M P",24,2,1,1
,"LEOPOLDINA B PEDROSO, C E PROFA-EF M PRO",28,2,1,1
,"LINDA S BACILA, C E PROFA-EF M PROFIS",7,1,1,1
,"LUIZ DE JESUS CORREIA, C E C - E F M",2,1,1,1
,"LUSTOSA, C E C DE-EF M",11,1,1,1
,"MARIA AP NISGOSKI, C E PROFA-EF M PROFIS",25,2,1,1
,"MENELEU A TORRES, C E PROF-EF ETI EM P",49,3,1,1
,"MUNHOZ DA ROCHA, C E DO C DR-EF M",17,1,1,1
,"NICOLAU BALTASAR, C E PE-EF M",20,1,1,1
,"NICOLAU HAMPF, C E C-M PROF-EF M",4,1,1,1
,"NOSSA SRA DA GLORIA, C E C-M-EF M",5,1,1,1
,"NOSSA SRA DAS GRACAS, C E-EF M PROFIS",8,1,1,1
,"OSORIO, C E C-M GAL-EF M PROFIS",10,1,1,1
,"PEDRO GRZELCZAKI, C E PE-EF M",2,1,1,1
,"PINHEIRAL DE BAIXO, C E C DE-EF M",4,1,1,1
,"POLIVALENTE, C E-EF ETI EM P N",72,4,1,1
,"REGENTE FEIJO, C E-EMP",31,2,1,1
,"SAGRADO CORACAO DE MARIA, C E C-EF M",6,1,1,1
,"SALVADOR A SOBRINHO, C E C PROF-EF M",9,1,1,1
,"SANTA MARIA, C E-EF M",37,2,1,1
,"SANTO ANTONIO, C E-EF M PROFIS",35,2,1,1
,"SAO JUDAS TADEU, C E C-M-EF M PROF",3,1,1,1
,"SIRLEY JAGAS, C E PROFA-EF M PROFIS",21,2,1,1
,"VESPASIANO C MELLO,C E MJR-EF M PROFIS N",33,2,1,1
,"VILA PALMIRA, C E C DE-EF M",1,1,1,1
,"ZILDA ARNS NEUMANN, C E C DRA - EFM",7,1,1,1
TELEMACO BORBA,"ALBERTO DA SILVA PARANA, C E-EF M PROFIS",29,2,1,1
,"ALTAIR MONGRUEL, C E-EF M PROFIS",47,3,1,1
,"ANADIR M DA COSTA, C E C PROFA-E F M",1,1,1,1
,"ANISIO AFONSO FERREIRA, C E C-EF M",1,1,1,1
,"BENTO M ROCHA NETTO, C E C DR-EF M",17,1,1,1
,CENTRO EST EDUC PROFIS AG PADRE SASAKI,16,1,1,1
,CENTRO EST EDUC PROFIS FL AG DE ORTIG,82,4,1,1
,"CUSTODIO NETTO, C E C-M PROF-EF M PROFIS",21,2,1,1
,"EFIGENIA DE PAULA LUZ, C E C - E F M",1,1,1,1
,"GABRIEL ROSA, C E PROF-EF M PROFIS",50,3,1,1
,"GREGORIO SZEREMETA, C E C-M-EF M P",5,1,1,1
,"GREGORIO TEIXEIRA, C E-EF M",5,1,1,1
,"HELENA R FIORAVANTE, C E PROFA-EF M",24,2,1,1
,"IZAIAS RAFAEL DA SILVA, C E C-EFM",4,1,1,1
,"JARDIM ALEGRE, C E C-M-EF M PROFIS",25,2,1,1
,"JOSE DE ALENCAR, C E C-M-EF M",10,1,1,1
,"MACHADO DE ASSIS, C E C-EF M",3,1,1,1
,"MANOEL A GOMES, C E-EF M PROFIS",14,1,1,1
,"MARCELINO NOGUEIRA, C E C-M DR-EF M",7,1,1,1
,"MARIA AP M S PEREIRA, C E C-M PROFA-EF M",6,1,1,1
,"MARIA DAS G C DI MARIO, C E PROFA -EFMP",8,1,1,1
,"MARIA DIVA R DE PROENCA, C E C-EF M",4,1,1,1
,"MARIA L GUIMARAES, C E-EF M P",32,2,1,1
,"MONJOLINHO, C E C-EF M",6,1,1,1
,"PEDRO MARCONDES RIBAS, C E C-EF M",28,2,1,1
,"PLINIO FRANCO F DA COSTA, C E C-EF M",4,1,1,1
,"SAO FRANCISCO DE ASSIS, C E-E F M ETI P",3,1,1,1
,"SAO PEDRO, C E C-M-EF M",6,1,1,1
,"SAPOPEMA, C E-EF M PROFIS",17,1,1,1
,"TANCREDO A NEVES, C E C DR-EF M",12,1,1,1
,"TANCREDO NEVES, C E PRES-EF M PROFIS",20,1,1,1
,"TEOFILA NASSAR JANGADA, C E C-EF M",5,1,1,1
,"TEOTONIO VILELLA, C E C DR-EF M",1,1,1,1
,"TEREZINHA L OLIVEIRA, C E C-EF M ETI",7,1,1,1
,"VARGAS, C E C-M PRES-EF M PROFIS",14,1,1,1
,"VISTA ALEGRE, C E C -EI EF M",10,1,1,1
,"WOLFF KLABIN, C E-EF M N PROFIS",36,2,1,1
TOLEDO,"ADROALDO A COLOMBO, C A E - ED PROFISS",48,3,1,1
,"ANTONIO CARLOS GOMES, C E-EF M ETI",5,1,1,1
,"ANTONIO J REIS, C E C-M-EF M",19,1,1,1
,"ANTONIO M CERETTA, C E-EF M ETI P",1,1,1,1
,"ARANDU GUARANI, C E I-EI EF M",3,1,1,1
,"ARTHUR C E SILVA, C E PRES-EF M",42,3,1,1
,"ATTILIO FONTANA, C E SEN-EF M ETI P",27,2,1,1
,"AUGUSTINHO DONIN, C E-EF M",26,2,1,1
,"AYRTON SENNA DA SILVA, C E-EF M PROFIS",29,2,1,1
,"CASTELO BRANCO, C E PRES-EM N PROFIS",137,4,1,1
,"CASTRO ALVES, C E-EF M",2,1,1,1
,CENTRO EST EDUC PROFIS PAULO R SOUZA,51,3,1,1
,"DARIO VELLOZO, C E-EF M PROFIS",9,1,1,1
,"DIAMANTE D OESTE, C E-EF ETI EM",22,2,1,1
,"DOMINGOS FCO ZARDO, C E-EF M",22,2,1,1
,"ERON DOMINGUES, C E-EF M N PROFIS",11,1,1,1
,"ESPERANCA F COVATTI, C E-EF M",11,1,1,1
,"EUGENIO GARMATZ, C E DO C PROF-EF ETI EM",6,1,1,1
,"EVALDO TALYULY, C E DO C-EF M",5,1,1,1
,"FRANCISCO G DE LIMA, C E VER-EF M",1,1,1,1
,"FRENTINO SACKSER, C E C-M-EF M PROF",6,1,1,1
,"GASPAR DUTRA, C E MAL-EF M PROFIS",35,2,1,1
,"HUMBERTO DE A C BRANCO, C E-M N PROFIS",31,2,1,1
,"ILDO JOSE FRITZEN, C E PROF-EF ETI EM",7,1,1,1
,"JAIME RODRIGUES, C E C-M PROF-EF M",8,1,1,1
,"JARDIM EUROPA, C E-EF M PROFIS",30,2,1,1
,"JARDIM GISELLA, C E-EF ETI M",5,1,1,1
,"JARDIM MARACANA, C E C-M-EF M",6,1,1,1
,"JARDIM PORTO ALEGRE, C E-EF M ETI P",24,2,1,1
,"JARDIM ZEBALLOS, C E C-M-EF M PROFIS",2,1,1,1
,"JOAO ARNALDO RITT, C E C-M-EF M",5,1,1,1
,"KUAA MBO E, C E I-EI EF M",7,1,1,1
,"LEONILDA PAPEN, C E-EF M",24,2,1,1
,"LUIZ AUGUSTO M REGO, C E C-M-EF M PROFIS",2,1,1,1
,"MARGARIDA, C E DO C-EF M",4,1,1,1
,"MENDES GONCALVES, C E-EF ETI EM P",37,2,1,1
,"MONTEIRO LOBATO, C E-EF M ETI",17,1,1,1
,"NILSO FRANCESKI, C E DO C PROF-EFM",9,1,1,1
,"NOVO HORIZONTE, C E C-M-EF M PROFIS",3,1,1,1
,"NOVO SARANDI, C E DO CAMPO C-M -EFM",2,1,1,1
,"OURO VERDE, C E DE-EF M PROFIS",18,1,1,1
,"PATO BRAGADO, C E-EF ETI EM PROFIS",4,1,1,1
,"PIO XII, C E-EF M PROFIS",15,1,1,1
,"QUATRO PONTES, C E-EF ETI EM",11,1,1,1
,"RIO BRANCO, C E C-M BAR DO-EF M",45,3,1,1
,"RONDON, C E C-M MAL-EF M",13,1,1,1
,"ROOSEVELT, C E PRES-EF M N PROFIS",31,2,1,1
,"SAMUEL BENCK, C E DO C VER-EF M",2,1,1,1
,"SANTA RITA D OESTE, C E C-EF ETI EM",5,1,1,1
,"SANTO AGOSTINHO, C E-EF M ETI P N",43,3,1,1
,"SANTOS DUMONT, C E C-EF M",52,3,1,1
,"SAO JOSE, C E-EF ETI EM",33,2,1,1
,"SAO PEDRO, C E-EF ETI EM",18,1,1,1
,"SAO ROQUE, C E C-E F M P",3,1,1,1
,"TOLEDO, C A E DE-EM PROF INTEGRADO",48,3,1,1
,"VERONICA ZIMERMANN, C E C PROFA-EF M",10,1,1,1
UMUARAMA,"ALTO PIQUIRI, C E-EF ETI EM P",9,1,1,1
,"ANA NERI, C E-EF ETI EM",14,1,1,1
,"ANCHIETA, C E C-M-EF M N",25,2,1,1
,"ANTENOR P DOS SANTOS, C E DR-EF ETI EM",15,1,1,1
,"ANTONIO F F COSTA, C E DES-EF M PROFIS",34,2,1,1
,"ARTHUR DA C SILVA, C E MAL-EF ETI EM",6,1,1,1
,"BAIRRO CATARINENSE, C E C DO-EF M",21,2,1,1
,"BENTO MOSSURUNGA, C E-EF ETI EM N P",50,3,1,1
,"CARBONERA, C E C-EF M",7,1,1,1
,"CAXIAS, C E DQ DE-EF M PROFIS",29,2,1,1
,"CLEORACY APARECIDA GIL, C E-EF M PROF",21,2,1,1
,"CRUZEIRO DO OESTE, C E C-M-EF M PROFIS",11,1,1,1
,"DOURADINA, C E C-M-EF M PROFIS",9,1,1,1
,"GETULIO VARGAS, C E C PRES-EF M",7,1,1,1
,"HILDA TRAUTWEIN KAMAL, CE PROF-EFM ETI P",9,1,1,1
,"IPORA, C E DE-E F M P",68,4,1,1
,"JOAO XXIII, C E PAPA-E M ETI N P",41,3,1,1
,"JOSE BALAN, C E VER-EF ETI EM P",9,1,1,1
,"LEONIDIA PACHECO, C E PROFA-EF M",21,2,1,1
,"LOURENCO FILHO, C E-EF ETI EM",6,1,1,1
,"LOVAT, C E-EF M",7,1,1,1
,"LUCIA A DE OLIVEIRA SCHOFFEN, C E-EF M",7,1,1,1
,"MALBA TAHAN, C E-EF ETI EM N P",68,4,1,1
,"MANUEL DA NOBREGA, C E C-M PE-EF M",6,1,1,1
,"MONTEIRO LOBATO, C E C-M-EF M PROFIS",6,1,1,1
,"NEIVA PAVAN M GARCIA, C E PROFA - EF M",37,2,1,1
,"NESTOR VICTOR, C E C-M -EFMNP",15,1,1,1
,"PARQUE JABUTICABEIRA, C E-EF M",2,1,1,1
,"PAULO A TOMAZINHO, C E PROF-EF M PROFIS",34,2,1,1
,"PAULO VI, C E-EF ETI EM P",12,1,1,1
,"PEDRO II, C E-EF M PROFIS",23,2,1,1
,"PETRONIO PORTELA, C E MIN-EF M P",17,1,1,1
,"RACHEL DE QUEIROZ, C E-EF M N",4,1,1,1
,"SANTA ELIZA, C E-EF M ETI",9,1,1,1
,"SAO JOSE, C E-EF M",33,2,1,1
,"TAMANDARE, C E ALM-EFM ETI P",10,1,1,1
,"TIRADENTES, C E-EF ETI EM P",7,1,1,1
,"TIRADENTES, C E-EF M PROFIS",3,1,1,1
,"UMUARAMA, C A E DE-E PROFIS",13,1,1,1
,"VICENTE TOMAZINI, C E-E F M P",9,1,1,1
,"VILA ALTA, C E-EF M",2,1,1,1
,"ZILDA ARNS, C E C-M DRA- EF M PROFIS",9,1,1,1
UNIAO DA VITORIA,"ADILES BORDIN, C E-E F M P",7,1,1,1
,"ANA BOICO OLINQUEVICZ, C E-EF ETI EM",3,1,1,1
,"ANIZ DOMINGOS, C E C PROF-EF ETI EM",2,1,1,1
,"ASTOLPHO MACEDO SOUZA, C E-E F M P",9,1,1,1
,"CASIMIRO DE ABREU, C E-EF M",4,1,1,1
,"CAXIAS, C E C DQ-EF M",8,1,1,1
,"CAXIAS, C E DQ DE-EF M PROFIS",22,2,1,1
,"CECILIA MEIRELES, C E DO C-EF M",20,1,1,1
,CENTRO EST ED PROF AGR SAO MATEUS SUL,10,1,1,1
,CENTRO EST EDUC PROF AGR CRUZ MACHADO,5,1,1,1
,"CERRO AZUL, C E BAR DO-EF M N PROFIS",4,1,1,1
,"CLARA, C E DO C IR-EF M",12,1,1,1
,"ERNESTINA W DA SILVEIRA, C E DO C P-EFMP",9,1,1,1
,"ESTANISLAU WRUBLEWSKI, C E DO C P-EF M P",11,1,1,1
,"EUGENIO DE ALMEIDA, C E DO C PROF-EF M P",12,1,1,1
,"FRANCISCO GAWLOUSKI, C E C PROF-EF M",4,1,1,1
,"GIUSEPPE BUGATTI, C E PE-EF ETI EM",14,1,1,1
,"INOCENCIO DE OLIVEIRA, C E-EF M ETI",14,1,1,1
,"JOAO DE LARA, C E DO C-EI EF M",5,1,1,1
,"JOSE DE ANCHIETA, C E-EF M ETI P",20,1,1,1
,"JUDITH SIMAS CANELLAS, C E-EF M",5,1,1,1
,"LAJEADO, C E DO C DO-EF ETI EM",2,1,1,1
,"MARINA MARES DE SOUZA, C E-EF M",14,1,1,1
,"NEUSA DOMIT, C E-EF M PROFIS",10,1,1,1
,"NOVO MILENIO, C E C-M-EF M",26,2,1,1
,"ORLANDA D SANTOS, C E PROFA-EF M",3,1,1,1
,"PAULO STENCEL, C E PROF-EF M",7,1,1,1
,"PEDRO ARAUJO NETO, C E-EF M N PROFIS",64,4,1,1
,"PEDRO BUSKO, C E MONS-EF M PROFIS",13,1,1,1
,"PEDRO STELMACHUK, C E-EF M",22,2,1,1
,"POL MILITAR DE UNIAO D VITORIA,C DA-EF M",19,1,1,1
,"RIO VERMELHO, C E DO C-EF M",9,1,1,1
,"SANTA BARBARA, C E-EF M N PROFIS",31,2,1,1
,"SANTA IZABEL, C E C-EF M",1,1,1,1
,"SAO CRISTOVAO, C E-EF M PROFIS",41,3,1,1
,"SAO FRANCISCO DE ASSIS, C E C-EF M",3,1,1,1
,"SAO MATEUS, C E-EF ETI M P N",45,3,1,1
,"TULIO DE FRANCA, C E-EF ETI EM N P",67,4,1,1
,"TURVO, C E DO C-EF M",9,1,1,1
,"ZULEIDE S PORTES, C E PROF-EF M",2,1,1,1
WENCESLAU BRAZ,"ANITA CANET, C E C-M-EF M",17,1,1,1
,"ANITA GRANDI SALMON, C E-EF ETI EM P",43,3,1,1
,"ANTONIO DELFINO FRAGOSO, C E-EF M",51,3,1,1
,"CALOGERAS, C E DO C DE-EF M ETI",6,1,1,1
,"CARMELINA F PEDROSO, C E-EF M ETI PROF",19,1,1,1
,CENTRO EST EDUC PROFIS DE ARAPOTI,44,3,1,1
,"CERRADO DAS CINZAS, C E DO C-EF M",1,1,1,1
,"COSTA E SILVA, C E PRES-EF M N",19,1,1,1
,"COSTA NETO, C E CEL-EF M",18,1,1,1
,"ERASMO BRAGA, C E PROF-EF ETI EM P",14,1,1,1
,"FRANCISCO DA S REIS, C E DO C PROF-EF M",8,1,1,1
,"HUMBERTO DE A C BRANCO, C E DO C-EF M P",10,1,1,1
,"JOAO PAULO II, C E C-M-EF M",56,3,1,1
,"JOSE DE ANCHIETA, C E PE-EF M PROFIS",31,2,1,1
,"MARIA I GUIMARAES, C E-EM PROFIS",23,2,1,1
,"MIGUEL NASSIF MALUF, C E C-M-EF M",13,1,1,1
,"MILTON SGUARIO, C E C-EF M PROFIS",6,1,1,1
,"NEWTON SAMPAIO, C E C-M-EF M",6,1,1,1
,"NILO PECANHA, C E-EF M PROFIS",15,1,1,1
,"OLAVO BILAC, C E C-M-EF M",11,1,1,1
,"RODRIGUES ALVES, C E-EF M ETI N PROF",29,2,1,1
,"RUI BARBOSA, C E-EF M N PROFIS",81,4,1,1
,"SEBASTIAO PARANA, C E DR-EM PROFIS N",42,3,1,1
,"ZELIA DE M SANTOS, CEC PROF-EF ETI EM",29,2,1,1
Total Geral,,30973,,,
