NRE,MUNICIPIO,CODMEC,ESTABELECIMENTO,STATUS
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,BOM SUCESSO DO SUL,41090780,"CASTELO BRANCO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41093313,"CASTRO ALVES, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CORONEL VIVIDA,41091825,"CAXIAS, C E DO C DQ-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,SAUDADE DO IGUACU,41094301,"CAXIAS, C E DQ DE-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CHOPINZINHO,41357469,CEEBJA CHOPINZINHO-EF M,Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41357647,CEEBJA PATO BRANCO-EF M,Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CHOPINZINHO,41091159,"CELY TEREZA GREZZANA, C E C-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CLEVELANDIA,41374037,CENTRO EST EDUC PROFIS ASSIS BRASIL,Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,MANGUEIRINHA,41108124,"CONCEICAO L DE ALMEIDA, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41093348,"CRISTO REI, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,SAO JOAO,41093895,"DOIS IRMAOS, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,MANGUEIRINHA,41108140,"DORIVAL CORDEIRO, C E DO C PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PALMAS,41388011,"EDUARDO, C E C-M MONS-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,HONORIO SERPA,41364074,"ELIAS ABRAHAO, E E-EF",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,VITORINO,41094557,"HENRIQUE VICENZI, C E PE-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,MANGUEIRINHA,41108183,"HERCILIA F NASCIMENTO, CE PROF-EFM ETI P",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,ITAPEJARA DO OESTE,41092694,"ISIDORO DUMONT, E E C-M IR-EFM",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CHOPINZINHO,41091191,"JOAO PAULO I, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CLEVELANDIA,41107250,"JOAO XXIII, C E-EF M ETI P",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CHOPINZINHO,41091221,"JOSE ARMIM MATTE, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,SAO JOAO,41093941,"JOSE DE ANCHIETA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,VITORINO,41165888,"JOSE O BERTONCELLO, C E PROFESSOR-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CLEVELANDIA,41107284,"JUPIRA G BONDERVALLE, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CHOPINZINHO,41091655,"JYKRE TAG, C E IND-EI EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,MANGUEIRINHA,41108361,"KOKOJ TY HAN JA, C E I-EI EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CHOPINZINHO,41091302,"LINHA APARECIDA, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PALMAS,41531868,"MARIA J FERREIRA, CE QUILOMBOL-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,MANGUEIRINHA,41108272,"MISAEL F ARAUJO, C E CEL-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CORONEL DOMINGOS SOARES,41363590,"MONTEIRO LOBATO, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,SULINA,41094450,"NESTOR DE CASTRO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CLEVELANDIA,41598148,"NITOTU, C E IND-EI EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41093470,"NOSSA SRA DO CARMO, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CHOPINZINHO,41091396,"NOVA VISAO, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CORONEL VIVIDA,41092198,"NUCLEO DE SANTA LUCIA, C E DO C DO-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CLEVELANDIA,41107322,"ORESTES TONET, C E DO C PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41093518,"PATO BRANCO, C E DE-EF M PROFIS N",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PALMAS,41387112,"PAULO FREIRE, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,SAO JOAO,41094107,"PEDRO I, E E DO C D-EF",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41163184,"POL MILITAR, C DA-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PALMAS,41109228,"PONCIANO J DE ARAUJO, C E PE-E F M P",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,HONORIO SERPA,41107802,"PROJETO RONDON, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41093607,"RUI BARBOSA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CORONEL DOMINGOS SOARES,41109244,"SANTA CATARINA, C E-EF M P N",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CHOPINZINHO,41143728,"SANTA INES, C E C-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41093666,"SAO JOAO BOSCO, C E C-M-EF M P",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41093259,"SAO JOAO, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,SAO JOAO,41094212,"SAO LUIS, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CHOPINZINHO,41091523,"SAO LUIZ, E E C-EF ETI",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41093267,"SAO ROQUE, C E DO C-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PATO BRANCO,41093690,"SAO VICENTE DE PAULO, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PALMAS,41109422,"SEBASTIAO PARANA, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,PALMAS,41108809,"SEGSO TANH SA, C E I-EI EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CORONEL VIVIDA,41092538,"TANCREDO NEVES, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,SAO JOAO,41094255,"TANCREDO NEVES, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CLEVELANDIA,41107527,"TEREZINHA R DA ROCHA, CE PROFA-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,MANGUEIRINHA,41108531,"VALENCIO DIAS, E E C CEL-EF ETI",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,CHOPINZINHO,41091639,"VERA TUPA, C E IND-EI EF M",Ativo
NUCLEO REG. EDUCACAO - PATO BRANCO                          ,MANGUEIRINHA,41108540,"VILMA S DISSENHA, C E C PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,MATO RICO,41095065,"ADELIA BIANCO SEGURO, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,BOA VENTURA DE SAO ROQUE,41095936,"ADONIS MORSKI, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41096053,"ANTONIO DORIGON, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,NOVA TEBAS,41039343,"ARI KFFURI, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41382404,"ARROIO GRANDE, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41096126,"AURELIO B DE HOLANDA, C E C - E F M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,MATO RICO,41372514,"BELA VISTA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,NOVA TEBAS,41039408,"CARLOS DRUMMOND DE ANDRADE, CE EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41145585,CEEBJA CASTURINA C BONFIM-EF M,Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41155190,CENTRO EST ED PROFIS PF MIGUEL C PAROLO,Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,LARANJAL,41373006,"CHAPADAO, C E C - EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,SANTA MARIA DO OESTE,41148649,"ESTRELA DO OESTE, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,SANTA MARIA DO OESTE,41383354,"FRANCISCO C DA COSTA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PALMITAL,41095537,"JOAO C DA COSTA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,SANTA MARIA DO OESTE,41097564,"JOAO CIONEK, C E C-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PALMITAL,41095553,"JOAO F NEVES, C E DR-EF M N P",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PALMITAL,41095901,"JOAO PAULO II, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,SANTA MARIA DO OESTE,41097610,"JOSE DE ANCHIETA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41096347,"JULIA H DE SOUZA, C E PROFA-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,LARANJAL,41094921,"LARANJAL, C E DE-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,BOA VENTURA DE SAO ROQUE,41386981,"NATAL PONTAROLO, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,NOVA TEBAS,41039556,"OLIDIA ROCHA, C E C -E F M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41096908,"PEDRO I, C E C-M D-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,LARANJAL,41367103,"PINHAL GRANDE, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41097033,"RIO DO MEIO, C E C DO-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41382390,"SAO JOAO DA COLINA, C E C-EI EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,SANTA MARIA DO OESTE,41097793,"SAO MANOEL, C E C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,BOA VENTURA DE SAO ROQUE,41357876,"SITIO BOA VENTURA, C E C-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41097297,"TIRADENTES, E E-EF",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41097335,"VICTOR C DE ALMEIDA, C E C PE-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,NOVA TEBAS,41039637,"VINICIUS DE MORAES, C E C-E F M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,NOVA TEBAS,41039661,"VOLTA GRANDE, E E C DE -EF",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PITANGA,41097394,"ZELIO DZIUBATE, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PITANGA                              ,PALMITAL,41597940,"ZUMBI DOS PALMARES, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063503,"31 DE MARCO, C E-E F M P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,SAO JOAO DO TRIUNFO,41145410,"ADELAIDE W PRINS, C E DO C PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41060997,"ALBERTO GONCALVES, C E D-EF M PROFIS N",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41061888,"ALBERTO REBELLO VALENTE, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IMBITUVA,41109570,"ALCIDES MUNHOZ, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41061969,"AMALIO PINHEIRO, C E PROF-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41059620,"AMANDA CARNEIRO DE MELLO, CE-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PORTO AMAZONAS,41122453,"AMAZONAS, C E C-M CEL-EF M P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41143671,"AMELIA M BARRETO VAZ, CE PROF-EFM ETI P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41378962,"ANA DIVANIR BORATTO, C E-EFM",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41059638,"ANTONIO E MARCOS CAVANIS, C E-EF M PROFI",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062000,"ANTONIO SAMPAIO, C E C-M GAL-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,SAO JOAO DO TRIUNFO,41118855,"ARGEMIRO L DE LIMA, C E DO C PROF-EFMP",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062051,"ARNALDO JANSEN, C E PE-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IVAI,41110609,"ARTHUR DA C E SILVA, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,TIBAGI,41357051,"BALDOMERO B TAQUES, C E C C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41059778,"BASILIO CHRUM, E E PROF-EF ETI",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062108,"BECKER E SILVA, C E C-M PROF-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062124,"BENTO MOSSURUNGA, E E MTO-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41061098,"BOM JESUS DO MONTE, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41378920,"BRASILIO A DA SILVA, C E C-E F M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CARAMBEI,41059891,"CARLOS VENTURA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062191,"CARLOS ZELESNY, C E C-M PE-EF M P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41059905,"CASTROLANDA, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41387910,CEEBJA PROF ODAIR PASQUALINI-EF M,Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41361881,CEEBJA PROF PASCHOAL S ROSA-EF M,Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062086,CENTRO EST EDUC PROF AGR AUGUSTO RIBAS,Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41374070,CENTRO EST EDUC PROFIS AG GETULIO VARGAS,Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41588894,CENTRO EST EDUC PROFIS DE PONTA GROSSA,Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41374029,CENTRO EST EDUC PROFIS OLEGARIO MACEDO,Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IPIRANGA,41110200,"CLAUDINO DOS SANTOS, CE DR-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062302,"COLARES, C E C-M PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062310,"CORREIA, C E SEN-EF M ETI P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CARAMBEI,41387007,"DARLENE DE JP MOREIRA, E E PROF-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41061217,"DAVID CARNEIRO, C E CEL-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41361768,"DORAH G DAITSCHMAN, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063236,"DOROTEU DE PADUA, C E C-M FR-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41059972,"EDINA W SVIERCOSKI, C E C PROFA-EF M P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41354273,"EDISON PIETROBELLI, E E C-M PROF-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062450,"ELZIRA C DE SA, C E PROFA-EF M PROFIS N",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062469,"EPAMINONDAS N RIBAS, C E C-M DR-EF M P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062540,"ESPIRITO SANTO, E E-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062558,"EUGENIO MALANSKI, C E PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CARAMBEI,41352718,"EURICO BATISTA ROSAS, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PIRAI DO SUL,41383761,"EURIDES MARTINS, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41060040,"FABIANA PIMENTEL, C E DO C PROF-EF M PRO",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41061284,"FLAVIO SANTOS, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,SAO JOAO DO TRIUNFO,41119088,"FRANCISCO NEVES FILHO, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41378938,"FRANCISCO PIRES MACHADO, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41061330,"FRITZ KLIEWER, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IVAI,41110684,"GIL STEIN FERREIRA, E E-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41061381,"GUARAUNINHA, E E DO C DE-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41145151,"HALIA T GRUBA, E E PROFA-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IPIRANGA,41385659,"HENRIQUE DENCK, C E C -EFM",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41061390,"HENRIQUE STADLER, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IVAI,41110714,"INE MESSIAS ERDMANN, C E PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062272,INST ED E PROF CESAR P MARTINEZ-F M N P,Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41378954,"IOLANDO TAQUES FONSECA, E E PROF-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,TIBAGI,41056922,"IRENIO M NASCIMENTO, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41143680,"JARDIM DAS ARAUCARIAS, E E-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IMBITUVA,41379667,"JEOCONDO WALDEMAR BOBATO, C E C -EFMP",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062744,"JESUS DIVINO OPERARIO, E E-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41060253,"JOANA T PEREIRA, C E C-M PROFA - EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,TIBAGI,41357035,"JOAO FRANCISCO DA SILVA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062809,"JOAO R V B DU VERNAY,CE PROF-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41061470,"JOAO SIDORKO, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PIRAI DO SUL,41058810,"JORGE Q NETTO, C E-EF M P N",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062833,"JOSE ELIAS DA ROCHA, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062850,"JOSE GOMES DO AMARAL, C E PROF-EFMP",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CARAMBEI,41060296,"JULIA WANDERLEY, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062892,"JULIO TEODORICO, E E PROF-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062914,"KENNEDY, C E PRES-EFMPN",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PIRAI DO SUL,41058844,"LEANDRO M DA COSTA, C E C-M PROF-EF M P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41359992,"LEONARDO SALATA, E E C PROF -EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,TIBAGI,41056957,"LEOPOLDINA B PEDROSO, C E PROFA-EF M PRO",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41062949,"LINDA S BACILA, C E PROFA-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IPIRANGA,41110366,"LUIZ DE JESUS CORREIA, C E C - E F M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IPIRANGA,41387066,"LUSTOSA, C E C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41378911,"MARGARETE M MAZUR, E E C PROFA-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41060415,"MARIA AP NISGOSKI, C E PROFA-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IMBITUVA,41369475,"MARIA EUGENIA DE C LEJAMBRE, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41060458,"MATILDE BAER, E E PROFA-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063023,"MEDALHA MILAGROSA, E E-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063031,"MENELEU A TORRES, C E PROF-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063058,"MONTEIRO LOBATO, E E-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063082,"MUNHOZ DA ROCHA, C E DO C DR-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41060466,"NICOLAU BALTASAR, C E PE-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41373960,"NICOLAU HAMPF, C E C-M PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063139,"NOSSA SRA DA GLORIA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063147,"NOSSA SRA DAS GRACAS, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PORTO AMAZONAS,41122550,"OLIVIO BELICH, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063155,"OSORIO, C E C-M GAL-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063201,"PEDRO GRZELCZAKI, C E PE-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41061624,"PINHEIRAL DE BAIXO, C E C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PIRAI DO SUL,41383060,"PIRAI MIRIM PEDRO SOLEK, E E C DE-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063287,"POLIVALENTE, C E-EF ETI EM P N",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PALMEIRA,41061683,"QUERO QUERO, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PONTA GROSSA,41063325,"REGENTE FEIJO, C E-EMP",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PIRAI DO SUL,41383966,"RESSACA PADRE ANCHIETA, E E DA-EF",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,PIRAI DO SUL,41059034,"RIVADAVIA VARGAS, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,IVAI,41110862,"SAGRADO CORACAO DE MARIA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - PONTA GROSSA                         ,CASTRO,41060725,"SALVADOR A SOBRINHO, C E C PROF-EF M",Ativo
