NRE,MUNICIPIO,CODMEC,ESTABELECIMENTO,STATUS
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ALMIRANTE TAMANDARE,41123042,"JOAO PAULO I, C E PAPA-EFM ETI",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,COLOMBO,41126122,"JOAO R DE CAMARGO, C E C-M EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,RIO BRANCO DO SUL,41136799,"JOSE ELIAS, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,RIO BRANCO DO SUL,41354710,"JOSE ERMIRIO DE MORAES, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ITAPERUCU,41134915,"JOSE PIOLI, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,COLOMBO,41126173,"JULIA CAVASSIN, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ALMIRANTE TAMANDARE,41123107,"LAMENHA PEQUENA, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PINHAIS,41135784,"LEOCADIA B RAMOS, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,COLOMBO,41407237,"LINDAMIR ALBERTI, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PINHAIS,41360575,"LUARLINDO DOS REIS BORGES, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ITAPERUCU,41134931,"LUIZ MALTACA, C E C-M VER-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,COLOMBO,41143787,"LUIZ SEBASTIAO BALDO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,RIO BRANCO DO SUL,41136829,"MANOEL B.DE MACEDO, C E C-M PROF-EF M P",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,RIO BRANCO DO SUL,41136845,"MARIA DA LUZ FURQUIM, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ALMIRANTE TAMANDARE,41123360,"MARIA L DE PAULA, C E C-M PROFA-EF M P",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PIRAQUARA,41136225,"MARIO B T BRAGA, C E PROF-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PINHAIS,41135830,"MATHIAS JACOMEL, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PIRAQUARA,41386949,"MBYA ARANDU, E E IND-EI EF",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,CAMPO MAGRO,41123174,"NOSSA SRA CONCEICAO, C E DO C-EF ETI EMP",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ITAPERUCU,41134796,"NOSSA SRA DAS GRACAS, C E C-EFM ETI",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PINHAIS,41373456,"OSCAR J D P E SILVA, C E C-M EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PINHAIS,41135970,"OTTILIA H DA SILVA, C E PROFA-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PINHAIS,41135717,"PAULO FREIRE, C E PROF-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ALMIRANTE TAMANDARE,41357868,"PEDRO PIEKAS, C E VER-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,RIO BRANCO DO SUL,41357230,"PERCY TEIXEIRA FARIA, CEC PROF-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PIRAQUARA,41150902,"PLANTA DEODORO, C E C-M EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,COLOMBO,41126386,"PLINIO A M TOURINHO, C E PROF-EFM PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ADRIANOPOLIS,41120299,"PORTO NOVO, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,BOCAIUVA DO SUL,41532090,"QUIELSE C DA SILVA,C E CON-EF M P N",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,COLOMBO,41126416,"RAULINO COSTACURTA, C E VER-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PIRAQUARA,41136233,"ROMARIO MARTINS, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ALMIRANTE TAMANDARE,41123212,"ROSA F JOHNSON, E E C-M PROFA- EF",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PIRAQUARA,41136241,"ROSILDA DE S OLIVEIRA, C E PROFA-EF M P",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,COLOMBO,41126440,"RUI BARBOSA, C E C-M-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,DOUTOR ULYSSES,41121384,"SALTO GRANDE DO TURVO, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ADRIANOPOLIS,41120353,"SANTA BARBARA, C E-EF M N",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,TUNAS DO PARANA,41138627,"SAO FRANCISCO DE ASSIS, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ADRIANOPOLIS,41120388,"SELBMANN, C E C  ENS FUND E MED",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PINHAIS,41135911,"SEMIRAMIS DE B BRAGA, C E C-M-EF M PROFI",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,TUNAS DO PARANA,41138635,"SEVERO FERREIRA RUPPEL, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,RIO BRANCO DO SUL,41354737,"SHIRLENE DE SOUZA ROCHA, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PINHAIS,41135938,"SPRENGER, C E TEN-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,COLOMBO,41126513,"TANCREDO DE A NEVES, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,DOUTOR ULYSSES,41121422,"TANCREDO DE A NEVES, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ALMIRANTE TAMANDARE,41123301,"TANCREDO NEVES, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ALMIRANTE TAMANDARE,41380878,"TEREZINHA E KEPP, E E PROFA-EF",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,CAMPINA GRANDE DO SUL,41124839,"TERRA BOA, C E C-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ALMIRANTE TAMANDARE,41156919,"THEODORO DE BONA, C E-EF M PROFIS N",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,CAMPINA GRANDE DO SUL,41124847,"TIMBU VELHO, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,ALMIRANTE TAMANDARE,41123352,"VILA AJAMBI, C E DE-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PIRAQUARA,41136276,"VILA MACEDO, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,COLOMBO,41375602,"VINICIUS DE MORAES, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,PINHAIS,41360567,"WALDE ROSI GALVAO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,RIO BRANCO DO SUL,41145836,"ZACARIAS C.DE CRISTO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - AREA METROP.NORTE                    ,COLOMBO,41372859,"ZUMBI DOS PALMARES, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41063597,"ANCHIETA, C E PE-EF ETI EM PROFIS",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,FORMOSA DO OESTE,41064372,"ANTONIO F F DA COSTA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41063600,"BRAGANTINA, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41063619,"CARLOS DRUMMOND DE ANDRADE, E E -EF ETI",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41353080,CEEBJA DE ASSIS CHATEAUBRIAND-EF M,Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41063635,"CHATEAUBRIANDENSE, C E-EM N PROFIS",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,TUPASSI,41069544,"DISTRITO DE BRASILIANA, E E C DO -EF",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41063678,"GETULIO VARGAS, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,IRACEMA DO OESTE,41064968,"GETULIO VARGAS, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41063686,"GUIMARAES ROSA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,TUPASSI,41069552,"HEITOR C DE A FURTADO, C E C -EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,JESUITAS,41065000,"HUMBERTO DE A C BRANCO, CE-EFM ETI PROFI",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,FORMOSA DO OESTE,41064380,"IRENE G RICKLER, E E C -EF",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41063708,"ISABEL, C E C PRINC-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41063724,"JOAO PAULO II, E E C PAPA-EF M",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,NOVA AURORA,41074629,"JORGE NACLI, E E-EF",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,NOVA AURORA,41074653,"MACHADO DE ASSIS, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,NOVA AURORA,41074734,"PEDRO V P DE SOUZA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,JESUITAS,41065107,"RIO BRANCO, C E C BAR DO-EF M",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,BRASILANDIA DO SUL,41004779,"RUI BARBOSA, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,FORMOSA DO OESTE,41064470,"RUI BARBOSA, C E-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41063945,"SAO FRANCISCO DE ASSIS, E E-EF ETI",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41064011,"TANCREDO NEVES, C E C DR-EF M",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41064020,"TEOTONIO VILELA, C E C-M SEN-EF M",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,TUPASSI,41069609,"VINICIUS DE MORAES, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,41064054,"VINICIUS DE MORAIS, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - ASSIS CHATEAUBRIAND,NOVA AURORA,41074858,"WENCESLAU BRAS, C E C -EFM",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,PEABIRU,41017943,"14 DE DEZEMBRO, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,ARARUNA,41014820,"29 DE NOVEMBRO, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,LUIZIANA,41017170,"ADAUCTO S ROCHA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPINA DA LAGOA,41011562,"ALBERTO SANTOS DUMONT, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,ALTAMIRA DO PARANA,41011139,"ALTAMIRA DO PARANA, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,RONCADOR,41018184,"ALTO SAO JOAO, C E C DE-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,IRETAMA,41372301,"ANIBAL KHURY, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPO MOURAO,41015428,"ANTONIO T OLIVEIRA,C E PREF-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,ENGENHEIRO BELTRAO,41016254,"ANTONIO VIEIRA, CEC-M PE - EFMN ETI P",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,ENGENHEIRO BELTRAO,41016262,"ARTHUR RAMOS, E E-EF",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPINA DA LAGOA,41011597,"BELA VISTA PIQUIRI, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPINA DA LAGOA,41011600,"BENTO M DA R NETO, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPO MOURAO,41015452,"BOSCO, C E D-EF ETI EM PROFIS",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,BARBOSA FERRAZ,41014901,"BOURBONIA, C E DO C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPINA DA LAGOA,41011619,"CAMPINA DA LAGOA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPO MOURAO,41015703,"CAMPO MOURAO, C E DE-EF M PROFIS N",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,RONCADOR,41018206,"CARNEIRO, C E GAL-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPO MOURAO,41143949,CEEBJA DE CAMPO MOURAO-EFM,Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPO MOURAO,41015479,CENTRO EST EDUC PROFIS AGRIC DE C MOURAO,Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CORUMBATAI DO SUL,41016084,"CORUMBATAI DO SUL, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,FAROL,41016572,"CULTURA UNIVERSAL, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPO MOURAO,41015576,"DARCY JOSE COSTA, C E C-M PROF-EF M P",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPINA DA LAGOA,41143558,"EMANUEL, CEEBJA-EF M",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,ENGENHEIRO BELTRAO,41016360,"GABRIEL SEG SCIPIONE, C E DO C-EF M",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,ENGENHEIRO BELTRAO,41016386,"GETULIO VARGAS, E E DO C-EF",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,ARARUNA,41014707,"ISABEL, C E PRINC-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPO MOURAO,41015681,"IVONE S CASTANHARO, C E PROF-EFMNP",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,CAMPO MOURAO,41015690,"JAELSON BIACIO, C E C PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - CAMPO MOURAO                         ,ARARUNA,41014723,"JOANA DARC, C E C-EF M",Ativo
